BTLCV_0390_00_JP,4036446447153338720
BTLCV_0400_00_JP,14838265155133892681
BTLCV_0410_00_JP,11258487180401689146
BTLCV_0420_00_JP,8774139775895178358
BTLCV_0430_00_JP,13707515309995668204
BTLCV_0440_00_JP,2874417166140292547
BTLCV_0450_00_JP,10964593432535213654
BTLCV_0450_10_JP,4713328575798894416
BTLCV_0460_00_JP,13827518938954594432
BTLCV_0470_00_JP,1391699068217859436
BTLCV_0480_00_JP,13311147916686557286
BTLCV_0490_00_JP,4936009592106131169
BTLCV_0500_00_JP,5857679697364249715
BTLCV_0540_00_A_JP,13947985617699145885
BTLCV_0540_00_JP,5635146856988413034
BTLCV_0550_00_JP,15078865116777345425
BTLCV_0551_00_JP,194128248395181425
BTLCV_0552_00_JP,15960361140462521811
BTLCV_0553_00_JP,8350921747568880967
BTLCV_0554_00_JP,18306804492665315389
BTLCV_0555_00_JP,4379501532248001881
BTLCV_0561_00_JP,8960945857547133111
BTLCV_0570_00_JP,17665778776683616684
BTLCV_0580_00_JP,403263554249562383
BTLCV_0590_00_JP,1903919119499636494
BTLCV_0591_00_JP,16401146196287960022
BTLCV_0600_00_JP,11512299456652347523
BTLCV_0600_10_JP,3537790628315842466
BTLCV_0601_00_JP,12825834066396241728
BTLCV_0620_00_JP,2286722280364466608
BTLCV_0621_00_JP,13627278278798333938
BTLCV_0630_00_JP,17122353377492717966
BTLCV_0631_00_JP,13257724476523559475
BTLCV_0650_00_JP,1053387657835056651
BTLCV_0651_00_JP,14290559131016758812
BTLCV_0660_00_JP,12068751950536201784
BTLCV_0670_00_JP,5893295324139581589
BTLCV_0680_00_JP,17821638818306399903
BTLCV_0680_01_JP,15938272702148620723
BTLCV_0680_02_JP,3983097094956040945
BTLCV_0681_00_JP,18177739520085443616
BTLCV_0700_00_JP,14335143491455911186
BTLCV_0700_01_JP,14642434773843842401
BTLCV_0760_00_JP,13462412459528880201
BTLCV_0780_00_JP,3012376784418284784
BTLCV_0790_00_JP,3083830301866048640
BTLCV_0800_00_JP,185048382782810871
BTLCV_0800_01_JP,11263027113207874423
BTLCV_0810_00_JP,12024315766028449482
BTLCV_0810_01_JP,15154432561228519351
BTLCV_0811_00_JP,11481279328657475953
BTLCV_0870_00_JP,3680438355331420052
BTLCV_0881_00_JP,16378946626025508880
BTLCV_0890_00_JP,9246000525689763166
BTLCV_0890_01_JP,16908807792772126794
BTLCV_0890_02_JP,4650936401972076105
BTLCV_0900_00_JP,12246867128395711172
BTLCV_0900_02_JP,2999071859853954106
BTLCV_0910_00_JP,4014246876890887578
BTLCV_0911_00_JP,12532032928486891281
BTLCV_0912_00_JP,5252176998200757839
BTLCV_0920_00_JP,17140364932786059002
BTLCV_0920_01_JP,14553451272879787743
BTLCV_0920_02_JP,7928111203053933774
BTLCV_0930_00_JP,17060220511545849781
BTLCV_0931_00_JP,14918576274296926983
BTLCV_0940_00_JP,1609988327650310984
BTLCV_0941_00_JP,10831136703080556676
BTLCV_0950_00_JP,15639783455501684927
BTLCV_1190_00_JP,15901938587121983
BTLCV_1321_00_JP,8569266572975607542
BTLCV_1331_00_JP,13262171799372619707
BTLCV_1341_00_JP,17634628994748770051
BTLCV_1500_00_JP,857427622605031308
BTLCV_2230_00_JP,12291377400869163510
BTLCV_2230_01_JP,2277809112674921135
BTLCV_3050_00_JP,4935861416174731097
BTLCV_7005_00_JP,2464818936232550987
BTLSE_0000_00,16672895939866259399
BTLSE_0000_10,16151947940809186958
BTLSE_0000_11,10657320672138707448
BTLSE_0000_20,13039676002979633044
BTLSE_0000_21,9775972824384931134
BTLSE_0000_22,5968973900539305569
BTLSE_0000_23,17625604695110674524
BTLSE_0000_33,15742201534970045326
BTLSE_0000_40,1334032047111476492
BTLSE_0000_41,5768659152417345039
BTLSE_0000_43,11752769764355825204
BTLSE_0000_50,16962342364883674659
BTLSE_0000_51,17661183277903156380
BTLSE_0001_42,17821453598392149813
BTLSE_0002_30,9063382459006918519
BTLSE_0002_31,13489318660520341701
BTLSE_0002_32,14593514222504179849
BTLSE_0002_50,4214654234969973153
BTLSE_0020_00,1391810200166409490
BTLSE_0020_10,14183749294673613208
BTLSE_0020_11,11583493666220161253
BTLSE_0020_30,13649681590966460179
BTLSE_0020_31,18284512312445739202
BTLSE_0020_32,14477717130505788736
BTLSE_0020_40,4873598896287887849
BTLSE_0020_50,8417798288227609528
BTLSE_0020_60,17362879251170470674
BTLSE_0020_61,16352114512999747416
BTLSE_0020_63,2549299548373270386
BTLSE_0021_20,10773321506042773660
BTLSE_0022_62,13288948346424106144
BTLSE_0023_00,327510889884138367
BTLSE_0030_00,7268999843813193997
BTLSE_0031_00,4998346199958674453
BTLSE_0031_01,11534591636871923710
BTLSE_0031_02,13569296383837725841
BTLSE_0032_00,5033850694785456273
BTLSE_0032_01,4651103099894901186
BTLSE_0032_02,3453254450200848040
BTLSE_0032_10,15386082311199576604
BTLSE_0032_20,6280582851836321953
BTLSE_0032_30,4303619213942602802
BTLSE_0032_31,3925393029866807983
BTLSE_0040_00,10897865067807885165
BTLSE_0040_10,5136453994168066762
BTLSE_0040_20,5211965872644965661
BTLSE_0050_00,14923023597145987215
BTLSE_0060_00,14268452170711432715
BTLSE_0070_00,15706585908194713452
BTLSE_0080_00,5915568982367732767
BTLSE_0080_01,12598705727239944743
BTLSE_0080_10,13404634306473947203
BTLSE_0080_11,8190725515045587570
BTLSE_0080_30,6213984141048968527
BTLSE_0080_31,15844693702404105761
BTLSE_0081_20,6423045358937649449
BTLSE_0082_00,9228340888233497301
BTLSE_0082_01,10853280707368732791
BTLSE_0090_00,13560512870088155431
BTLSE_0090_01,8350940269560305976
BTLSE_0100_00,15964789941320157034
BTLSE_0100_01,5381371624720604675
BTLSE_0100_02,13124026961180377380
BTLSE_0110_00,15960305574488246784
BTLSE_0110_01,1868284970732879611
BTLSE_0110_02,6717124326718375031
BTLSE_0110_03,3595716957302175536
BTLSE_0110_04,5968825724607905497
BTLSE_0120_00,670491887013101492
BTLSE_0120_01,9312932632322766754
BTLSE_0120_02,11703701037084762580
BTLSE_0130_00,14954228945055108875
BTLSE_0140_00,2896839000299843797
BTLSE_0141_00,6792765859135248993
BTLSE_0150_00,17888459792990853437
BTLSE_0151_00,6178349992282211644
BTLSE_0152_00,16503712451687720493
BTLSE_0153_00,9343878672351938288
BTLSE_0153_10,10212292035369884104
BTLSE_0153_20,11125030450947032168
BTLSE_0154_00,15853495738145101180
BTLSE_0155_00,17839372543728365804
BTLSE_0160_00,17229311389767263642
BTLSE_0161_00,9909559207779563175
BTLSE_0162_00,17781427692750607725
BTLSE_0162_01,18306878580631015425
BTLSE_0163_00,2442489712030124782
BTLSE_0170_00,4677861124954962614
BTLSE_0171_00,16565882361617438696
BTLSE_0172_00,1418642313192170954
BTLSE_0172_10,16369977892361688380
BTLSE_0172_11,13644993482228874830
BTLSE_0173_00,17509918735060833465
BTLSE_0180_00,5256661365032668089
BTLSE_0190_00,1382730334554038936
BTLSE_0210_00,11779361091493061551
BTLSE_0230_00,11356494981003839331
BTLSE_0240_00,7972602953535961103
BTLSE_0240_01,4851325238059736671
BTLSE_0310_00,2718742344431759418
BTLSE_0320_00,17790340860440153198
BTLSE_0330_00,901937895078483646
BTLSE_0340_00,6592395545039013436
BTLSE_0350_00,4806722355629159288
BTLSE_0351_00,3079197759102738318
BTLSE_0360_00,4139123834501649245
BTLSE_0370_00,15087667152518340844
BTLSE_0380_00,9606659682266417165
BTLSE_0390_00,839619809217365371
BTLSE_0400_00,17910696407236154597
BTLSE_0410_00,13961290542263476563
BTLSE_0420_00,13084204797444510391
BTLSE_0430_00,13284501023575045912
BTLSE_0440_00,15951559104721526392
BTLSE_0450_00,398760665426227124
BTLSE_0450_10,9005511695994860476
BTLSE_0460_00,6360893970999356255
BTLSE_0470_00,11703663993101912562
BTLSE_0480_00,17790359382431578207
BTLSE_0490_00,17398680097860052638
BTLSE_0500_00,8083952722685291984
BTLSE_0540_00,15047530114928248702
BTLSE_0551_00,7113399110070360904
BTLSE_0552_00,9677853891834230895
BTLSE_0553_00,1182378542449228388
BTLSE_0554_00,1066637016425112302
BTLSE_0555_00,3440005091610792389
BTLSE_0561_00,3235076322716946546
BTLSE_0570_00,12211418199543204379
BTLSE_0580_00,18111066721332390154
BTLSE_0590_00,13119764858245567238
BTLSE_0591_00,16890851803453060785
BTLSE_0600_00,1191551018018723987
BTLSE_0600_10,8261919724613401300
BTLSE_0601_00,14954228945055108875
BTLSE_0620_00,5839742230036608715
BTLSE_0621_00,9806881820431252650
BTLSE_0630_00,5822045548597492832
BTLSE_0631_00,16200701794226024429
BTLSE_0650_00,15038857733127228346
BTLSE_0651_00,9740190499686774179
BTLSE_0660_00,7006292921864415156
BTLSE_0670_00,5114050681999940521
BTLSE_0680_00,8493587996575883562
BTLSE_0680_01,1730269786480612347
BTLSE_0680_02,17839465153685490849
BTLSE_0681_00,9143545402238552749
BTLSE_0700_00,7567433524485854766
BTLSE_0700_01,9397505854420611198
BTLSE_0760_00,4098986796911557103
BTLSE_0780_00,9330555225796182601
BTLSE_0790_00,15840301945529320556
BTLSE_0800_00,1476420466247103952
BTLSE_0800_01,4695520762411228479
BTLSE_0810_00,8524645168553605150
BTLSE_0810_01,6351795583395560692
BTLSE_0811_00,15773351316904891959
BTLSE_0870_00,305440973561662288
BTLSE_0881_00,3898431262901071456
BTLSE_0890_00,14998572519605736132
BTLSE_0890_01,12718950142087396088
BTLSE_0890_02,13507200561873707674
BTLSE_0900_00,4067818492985285461
BTLSE_0900_02,6311880809702568658
BTLSE_0910_00,9308411221508006486
BTLSE_0911_00,3876250214630045323
BTLSE_0912_00,17545367663913340258
BTLSE_0920_00,4503971006047413350
BTLSE_0920_01,4713235965841769371
BTLSE_0920_02,4357209352028425694
BTLSE_0930_00,7001956730963904978
BTLSE_0931_00,6810369930617239831
BTLSE_0940_00,385529828827596482
BTLSE_0941_00,5871095753877130447
BTLSE_0950_00,5679545997513315318
BTLSE_1190_00,16347648668159262175
BTLSE_1321_00,617086968841528690
BTLSE_1331_00,4406055815402388210
BTLSE_1341_00,3043619176310256462
BTLSE_1500_00,4165622551681760547
BTLSE_2230_00,4259294161383400554
BTLSE_2230_01,12723397464936456320
BTLSE_3050_00,8146307852529260277
ADVIF_CV_0000_JP,1605448394844125707
MOVIE_JP,16280864737457658659
se_ADVIF,5977831502254576015
se_battle,17207019209547687455
se_ui,3760601298563054282
SHOP_ITEM_JP,4116646434367822968
VOICE_Gallery_JP,3858405357259529368
