bgm_main,1013324708210664545
bgm_main_Cnk_00,1013324708210664545
bgm_DLC_01,42734051612883447
bgm_DLC_02,5180927222658669082
BTLCV_0000_00_JP,14851588601689648368
BTLCV_0000_10_JP,5194343279171549814
BTLCV_0000_11_JP,15728970698371414684
BTLCV_0000_20_JP,11739335185851519463
BTLCV_0000_21_JP,10007474398424588315
BTLCV_0000_22_JP,11565908116729595424
BTLCV_0000_23_JP,14019087217309834570
BTLCV_0000_33_JP,2108588580513532211
BTLCV_0000_40_JP,17892795983891363615
BTLCV_0000_41_JP,14887222750456405251
BTLCV_0000_43_JP,2073158173652450427
BTLCV_0000_50_JP,8542601157872671159
BTLCV_0000_51_JP,7082156718178389226
BTLCV_0001_42_JP,13729622270300994301
BTLCV_0002_30_JP,15537346854041899519
BTLCV_0002_31_JP,7438201853983157912
BTLCV_0002_32_JP,6943937792020446863
BTLCV_0002_50_JP,17589896458378217605
BTLCV_0020_00_JP,17104804871985002155
BTLCV_0020_10_JP,15880290807188012626
BTLCV_0020_11_JP,5082937944047943906
BTLCV_0020_30_JP,10906778235497430638
BTLCV_0020_31_JP,8097331735215322698
BTLCV_0020_32_JP,153861556865114220
BTLCV_0020_40_JP,5853213852523764474
BTLCV_0020_50_JP,17536435974232369776
BTLCV_0020_60_JP,13836487672618414932
BTLCV_0020_61_JP,14028092994956505088
BTLCV_0020_63_JP,6850599578164457018
BTLCV_0021_20_JP,6253824826776260525
BTLCV_0022_62_JP,8671554998503992878
BTLCV_0023_00_JP,13613917788259728233
BTLCV_0030_00_JP,16726282336046407192
BTLCV_0031_00_JP,2456053944474405586
BTLCV_0031_01_JP,6605793079560469159
BTLCV_0031_02_JP,8186407846136502401
BTLCV_0032_00_JP,572409998445251271
BTLCV_0032_01_JP,692728501258402652
BTLCV_0032_02_JP,8262067900544801372
BTLCV_0032_10_JP,17674673422381737148
BTLCV_0032_20_JP,2090928943057266346
BTLCV_0032_30_JP,3787359323623115710
BTLCV_0032_31_JP,11227430008423967558
BTLCV_0040_00_JP,18257939507299927864
BTLCV_0040_10_JP,4695650416351203542
BTLCV_0040_20_JP,1507551726190525576
BTLCV_0050_00_JP,17309363201050347818
BTLCV_0060_00_JP,14361957082490247641
BTLCV_0070_00_JP,4263537742326785687
BTLCV_0080_00_JP,2233169186261493734
BTLCV_0080_01_JP,13702845723249507864
BTLCV_0080_10_JP,16681586843658704764
BTLCV_0080_11_JP,13573817794652486109
BTLCV_0080_30_JP,9927274411210104067
BTLCV_0080_31_JP,2829943937649690227
BTLCV_0081_20_JP,14682497723468234507
BTLCV_0082_00_JP,4691147527527868283
BTLCV_0082_01_JP,10835639591903891935
BTLCV_0090_00_JP,14695969345955390266
BTLCV_0090_01_JP,8965541356327593415
BTLCV_0100_00_JP,15417065395211598156
BTLCV_0100_01_JP,14682571811433934543
BTLCV_0100_02_JP,505718677700772800
BTLCV_0110_00_JP,492506363093567167
BTLCV_0110_01_JP,4762378781078532031
BTLCV_0110_02_JP,12327104159593045438
BTLCV_0110_03_JP,5198809124012035055
BTLCV_0110_04_JP,4829181233771560556
BTLCV_0120_00_JP,10466048745646267454
BTLCV_0120_01_JP,17750426086747161164
BTLCV_0120_02_JP,4704341320143648907
BTLCV_0130_00_JP,5065093086677427951
BTLCV_0140_00_JP,3279697727138948938
BTLCV_0141_00_JP,10016165302217033680
BTLCV_0150_00_JP,13297657772207976518
BTLCV_0151_00_JP,5830884628321338269
BTLCV_0152_00_JP,5670781005755169917
BTLCV_0153_00_JP,1494191235651919871
BTLCV_0153_10_JP,3008096159492049633
BTLCV_0153_20_JP,4227922115551453813
BTLCV_0154_00_JP,12269326006538112440
BTLCV_0155_00_JP,5710769867413861987
BTLCV_0160_00_JP,6583537943323742990
BTLCV_0161_00_JP,2344537477402249624
BTLCV_0162_00_JP,17589952024352492632
BTLCV_0162_01_JP,13133051260818472907
BTLCV_0163_00_JP,2326748186006008696
BTLCV_0170_00_JP,7376031944053439709
BTLCV_0171_00_JP,15577354237692016598
BTLCV_0172_00_JP,9326052336972847342
BTLCV_0172_10_JP,4121056713234033182
BTLCV_0172_11_JP,13738498394007689756
BTLCV_0173_00_JP,380952852038561187
BTLCV_0180_00_JP,8177513200438381937
BTLCV_0190_00_JP,1788047939535545345
BTLCV_0210_00_JP,786251935028642587
BTLCV_0230_00_JP,8876354113457863658
BTLCV_0240_00_JP,13079646342646900105
BTLCV_0240_01_JP,296342585957866725
BTLCV_0310_00_JP,16837595061212888055
BTLCV_0320_00_JP,11663860351357470582
BTLCV_0330_00_JP,9000990285180100208
BTLCV_0340_00_JP,5813224990865072404
BTLCV_0350_00_JP,10212329079352734122
BTLCV_0351_00_JP,16058443029030372032
BTLCV_0360_00_JP,10345822852790241118
BTLCV_0370_00_JP,7812277067072692643
BTLCV_0380_00_JP,1885926086197720467
